candidate_type,candidate,domain,score,mentions,source_count,sample_sources
domain,stollberne.com,stollberne.com,68,503,6,research_results/third_party_downloads/stollberne.com/stollberne.com.html | research_results/third_party_downloads/stollberne.com/stollberne.com_46bb56dec9.html | research_results/third_party_downloads/stollberne.com/stollberne.com_about.html | research_results/third_party_downloads/stollberne.com/stollberne.com_case_quantum-residential-class-action.html | research_results/third_party_downloads/stollberne.com/stollberne.com_case_quantum-residential-class-action_a117381eb1.html
domain,higherlogicdownload.s3.amazonaws.com,higherlogicdownload.s3.amazonaws.com,68,20,14,research_results/third_party_downloads/community.aiim.org/community.aiim.org_about-us.html | research_results/third_party_downloads/community.aiim.org/community.aiim.org_about.html | research_results/third_party_downloads/community.aiim.org/community.aiim.org_communities_all-chapters.html | research_results/third_party_downloads/community.aiim.org/community.aiim.org_home.html | research_results/third_party_downloads/community.aiim.org/community.aiim.org_home_d091adac78.html
domain,www.flickr.com,www.flickr.com,68,14,14,research_results/hacc_documents/P4_Reference_c6fcbdc6-e096-4133-93e8-c8e6e85c3250 | research_results/oregon_p1p2_downloads/fairhousing.html | research_results/third_party_downloads/www.hud.gov/www.hud.gov.html | research_results/third_party_downloads/www.hud.gov/www.hud.gov_ba31fc7545.html | research_results/third_party_downloads/www.hud.gov/www.hud.gov_contactus_fairhousing.html
domain,foundation.wikimedia.org,foundation.wikimedia.org,66,47,9,research_results/third_party_downloads/en.wikipedia.org/en.wikipedia.org_wiki_CURIE.html | research_results/third_party_downloads/en.wikipedia.org/en.wikipedia.org_wiki_Dublin_Core.html | research_results/third_party_downloads/en.wikipedia.org/en.wikipedia.org_wiki_ISO_4217.html | research_results/third_party_downloads/en.wikipedia.org/en.wikipedia.org_wiki_ISO_8601.html | research_results/third_party_downloads/en.wikipedia.org/en.wikipedia.org_wiki_International_Standard_Book_Number.html
domain,www.wnycstudios.org,www.wnycstudios.org,66,7,7,research_results/third_party_downloads/obiu.org/obiu.org.html | research_results/third_party_downloads/obiu.org/obiu.org_4ba94aeb9f.html | research_results/third_party_downloads/obiu.org/obiu.org_9fdd6f809a.html | research_results/third_party_downloads/obiu.org/obiu.org_course_stages-of-targeted-univeralism-part2.html | research_results/third_party_downloads/obiu.org/obiu.org_course_stages-of-targeted-universalism-part1.html
domain,www.cbs8.com,www.cbs8.com,66,7,7,research_results/third_party_downloads/obiu.org/obiu.org.html | research_results/third_party_downloads/obiu.org/obiu.org_4ba94aeb9f.html | research_results/third_party_downloads/obiu.org/obiu.org_9fdd6f809a.html | research_results/third_party_downloads/obiu.org/obiu.org_course_stages-of-targeted-univeralism-part2.html | research_results/third_party_downloads/obiu.org/obiu.org_course_stages-of-targeted-universalism-part1.html
domain,www.iupress.indiana.edu,www.iupress.indiana.edu,66,7,7,research_results/third_party_downloads/obiu.org/obiu.org.html | research_results/third_party_downloads/obiu.org/obiu.org_4ba94aeb9f.html | research_results/third_party_downloads/obiu.org/obiu.org_9fdd6f809a.html | research_results/third_party_downloads/obiu.org/obiu.org_course_stages-of-targeted-univeralism-part2.html | research_results/third_party_downloads/obiu.org/obiu.org_course_stages-of-targeted-universalism-part1.html
domain,www.irpumn.org,www.irpumn.org,66,7,7,research_results/third_party_downloads/obiu.org/obiu.org.html | research_results/third_party_downloads/obiu.org/obiu.org_4ba94aeb9f.html | research_results/third_party_downloads/obiu.org/obiu.org_9fdd6f809a.html | research_results/third_party_downloads/obiu.org/obiu.org_course_stages-of-targeted-univeralism-part2.html | research_results/third_party_downloads/obiu.org/obiu.org_course_stages-of-targeted-universalism-part1.html
domain,www.aclu.org,www.aclu.org,66,7,7,research_results/third_party_downloads/obiu.org/obiu.org.html | research_results/third_party_downloads/obiu.org/obiu.org_4ba94aeb9f.html | research_results/third_party_downloads/obiu.org/obiu.org_9fdd6f809a.html | research_results/third_party_downloads/obiu.org/obiu.org_course_stages-of-targeted-univeralism-part2.html | research_results/third_party_downloads/obiu.org/obiu.org_course_stages-of-targeted-universalism-part1.html
domain,newpluralists.org,newpluralists.org,66,7,7,research_results/third_party_downloads/obiu.org/obiu.org.html | research_results/third_party_downloads/obiu.org/obiu.org_4ba94aeb9f.html | research_results/third_party_downloads/obiu.org/obiu.org_9fdd6f809a.html | research_results/third_party_downloads/obiu.org/obiu.org_course_stages-of-targeted-univeralism-part2.html | research_results/third_party_downloads/obiu.org/obiu.org_course_stages-of-targeted-universalism-part1.html
domain,immigrationhistory.org,immigrationhistory.org,64,119,8,research_results/documents/parsed/2cb743c45485324adc632bb0642bc614.txt | research_results/documents/parsed/39aacc6287ece4d98183827562496c5e.txt | research_results/documents/parsed/6c639748ad9d843e01a607630ea75c81.txt | research_results/documents/parsed/729a17653b6d3d5379132be435852f0e.txt | research_results/third_party_downloads/immigrationhistory.org/immigrationhistory.org.html
domain,opportunityagenda.org,opportunityagenda.org,64,86,8,research_results/documents/parsed/457312611cef31a2cfe6e349011f468e.txt | research_results/documents/parsed/942ef0696af0624037562a90533f3a2f.txt | research_results/documents/parsed/a6118b290fad4b795a070b61557b3182.txt | research_results/third_party_downloads/opportunityagenda.org/opportunityagenda.org.html | research_results/third_party_downloads/opportunityagenda.org/opportunityagenda.org_5f484e276c.html
domain,www.bbb.org,www.bbb.org,64,68,4,research_results/third_party_downloads/www.bbb.org/www.bbb.org.html | research_results/third_party_downloads/www.bbb.org/www.bbb.org_31e49e4cd8.html | research_results/third_party_downloads/www.bbb.org/www.bbb.org_us_wa_vancouver_profile_property-management_quantum-residential-inc-1296-22139264.html | research_results/third_party_downloads/www.bbb.org/www.bbb.org_us_wa_vancouver_profile_property-management_quantum-residential-inc-1296-22139264_07f5d73c8a.html
domain,www.omg.org,www.omg.org,64,19,8,research_results/third_party_downloads/schema.org/schema.org_BreadcrumbList.html | research_results/third_party_downloads/schema.org/schema.org_ImageObject.html | research_results/third_party_downloads/schema.org/schema.org_InteractionCounter.html | research_results/third_party_downloads/schema.org/schema.org_LikeAction.html | research_results/third_party_downloads/schema.org/schema.org_ListItem.html
domain,thrillshare.com,thrillshare.com,64,18,2,research_results/third_party_downloads/tinyurl.com/www.umatilla.k12.or.us_article_2583213.html | research_results/third_party_downloads/tinyurl.com/www.umatilla.k12.or.us_article_2597337.html
domain,madeostudio.com,madeostudio.com,64,14,14,research_results/third_party_downloads/colorlines.com/colorlines.com.html | research_results/third_party_downloads/colorlines.com/colorlines.com_about-us.html | research_results/third_party_downloads/colorlines.com/colorlines.com_articles_supreme-court-case-affirmative-action-explained.html | research_results/third_party_downloads/colorlines.com/colorlines.com_bd1555a1fc.html | research_results/third_party_downloads/colorlines.com/colorlines.com_categories_media.html
domain,public.govdelivery.com,public.govdelivery.com,64,12,12,research_results/oregon_documents/P1_Critical_Civil_Rights_discrimination-at-work.aspx | research_results/oregon_documents/P1_Critical_Civil_Rights_fair-housing.aspx | research_results/oregon_documents/P1_Critical_Civil_Rights_hiring-discrimination.aspx | research_results/oregon_documents/P1_Critical_Civil_Rights_racial-discrimination.aspx | research_results/oregon_documents/P2_Procurement_&_Rules_equity.aspx
org_name,Initiatives Butterfly Lab Colorlines Government Alliance,,64,20,20,research_results/documents/parsed/13a8dbfefb0e62ac8f3861aa3b6c4758.txt | research_results/documents/parsed/19fe65d220983b78d9b82406f68a7436.txt | research_results/documents/parsed/3280f67cdb07a327ce492b515521ebce.txt | research_results/documents/parsed/4b919881b559c56832bdfb54da9e035e.txt | research_results/documents/parsed/6edb45aeefba069c869f50585373f1c6.txt
org_name,Policy Innovation Lab Services,,64,20,20,research_results/documents/parsed/13a8dbfefb0e62ac8f3861aa3b6c4758.txt | research_results/documents/parsed/19fe65d220983b78d9b82406f68a7436.txt | research_results/documents/parsed/3280f67cdb07a327ce492b515521ebce.txt | research_results/documents/parsed/4b919881b559c56832bdfb54da9e035e.txt | research_results/documents/parsed/6edb45aeefba069c869f50585373f1c6.txt
org_name,Action Network,,64,8,8,research_results/documents/parsed/385a88a7fe2da014385f69da14fe3381.txt | research_results/documents/parsed/65855a9e72d39c381c793fccf7e2afd0.txt | research_results/documents/parsed/d222d253ff69a82ff3faca1b694d631e.txt | research_results/documents/parsed/dc398148018f34aaa217529c5dbcce3b.txt | research_results/third_party_downloads/obiu.org/obiu.org_course_stages-of-targeted-univeralism-part2.html
org_name,PICO National Network,,64,8,8,research_results/documents/parsed/385a88a7fe2da014385f69da14fe3381.txt | research_results/documents/parsed/65855a9e72d39c381c793fccf7e2afd0.txt | research_results/documents/parsed/d222d253ff69a82ff3faca1b694d631e.txt | research_results/documents/parsed/dc398148018f34aaa217529c5dbcce3b.txt | research_results/third_party_downloads/obiu.org/obiu.org_course_stages-of-targeted-univeralism-part2.html
org_name,Destiny Arts Center,,64,8,8,research_results/documents/parsed/385a88a7fe2da014385f69da14fe3381.txt | research_results/documents/parsed/65855a9e72d39c381c793fccf7e2afd0.txt | research_results/documents/parsed/d222d253ff69a82ff3faca1b694d631e.txt | research_results/documents/parsed/dc398148018f34aaa217529c5dbcce3b.txt | research_results/third_party_downloads/obiu.org/obiu.org_course_stages-of-targeted-univeralism-part2.html
org_name,Destiny Arts Youth Performance Company,,64,8,8,research_results/documents/parsed/385a88a7fe2da014385f69da14fe3381.txt | research_results/documents/parsed/65855a9e72d39c381c793fccf7e2afd0.txt | research_results/documents/parsed/d222d253ff69a82ff3faca1b694d631e.txt | research_results/documents/parsed/dc398148018f34aaa217529c5dbcce3b.txt | research_results/third_party_downloads/obiu.org/obiu.org_course_stages-of-targeted-univeralism-part2.html
domain,www.githubstatus.com,www.githubstatus.com,63,10,9,research_results/third_party_downloads/github.com/github.com.html | research_results/third_party_downloads/github.com/github.com_about-us.html | research_results/third_party_downloads/github.com/github.com_about.html | research_results/third_party_downloads/github.com/github.com_d7b3438d97.html | research_results/third_party_downloads/github.com/github.com_facebook_open-graph-protocol.html
domain,web.archive.org,web.archive.org,62,91,6,research_results/third_party_downloads/en.wikipedia.org/en.wikipedia.org_wiki_Dublin_Core.html | research_results/third_party_downloads/en.wikipedia.org/en.wikipedia.org_wiki_ISO_4217.html | research_results/third_party_downloads/en.wikipedia.org/en.wikipedia.org_wiki_ISO_8601.html | research_results/third_party_downloads/en.wikipedia.org/en.wikipedia.org_wiki_International_Standard_Book_Number.html | research_results/third_party_downloads/en.wikipedia.org/en.wikipedia.org_wiki_Internet_media_type.html
domain,github-cloud.s3.amazonaws.com,github-cloud.s3.amazonaws.com,62,9,9,research_results/third_party_downloads/github.com/github.com.html | research_results/third_party_downloads/github.com/github.com_about-us.html | research_results/third_party_downloads/github.com/github.com_about.html | research_results/third_party_downloads/github.com/github.com_d7b3438d97.html | research_results/third_party_downloads/github.com/github.com_facebook_open-graph-protocol.html
domain,musicbrainz.org,musicbrainz.org,62,8,2,research_results/documents/parsed/9e9cb48c1174c31afed273d1a674e5ba.txt | research_results/third_party_downloads/schema.org/schema.org_Person.html
domain,www.racialequityalliance.org:443,www.racialequityalliance.org:443,61,15,3,research_results/third_party_downloads/www.racialequityalliance.org/www.racialequityalliance.org_blogs_gare-team_2025_12_09_ithaca-local-meeting.html | research_results/third_party_downloads/www.racialequityalliance.org/www.racialequityalliance.org_blogs_gare-team_2025_12_11_navigating-racial-equity-work-when-leaderships-sup.html | research_results/third_party_downloads/www.racialequityalliance.org/www.racialequityalliance.org_blogs_gare-team_2025_12_16_government-at-just-narratives.html
domain,twitter3e4tixl4xyajtrzo62zg5vztmjuricljdp2c5kshju4avyoid.onion,twitter3e4tixl4xyajtrzo62zg5vztmjuricljdp2c5kshju4avyoid.onion,61,9,9,research_results/third_party_downloads/x.com/x.com.html | research_results/third_party_downloads/x.com/x.com_HUDExchangeInfo.html | research_results/third_party_downloads/x.com/x.com_OSBANews.html | research_results/third_party_downloads/x.com/x.com_about-us.html | research_results/third_party_downloads/x.com/x.com_c95ba9082e.html
domain,traveloregon.com,traveloregon.com,60,56,2,research_results/third_party_downloads/www.oregon.gov/www.oregon.gov_Pages_index.aspx | research_results/third_party_downloads/www.oregon.gov/www.oregon.gov_Pages_index_85e00df05b.aspx
org_name,The Association,,60,26,26,research_results/documents/parsed/1379b96eccb96b971f4f95e0931f18c9.txt | research_results/documents/parsed/313386829217558dbd9653c43ea9faa9.txt | research_results/documents/parsed/70ff4c0fce8f25eaa35a3e214f7d01c3.txt | research_results/documents/parsed/796a28669db69fd98e103d94cbfc3d73.txt | research_results/documents/parsed/937374b235c61ee1f6081afde70f0ce0.txt
